nvalues,tauhats,sehats,lb,ub
496,17.64561050817882,15.686296813193291,-13.09953124568003,48.390752262037665
498,13.949787918869598,17.303484458606896,-19.965041619999916,47.86461745773911
500,-8.548370897089821,12.72167740420363,-33.482858609328936,16.386116815149293
502,-0.600403015289872,18.26715202194671,-36.404020978305425,35.203214947725684
504,-13.099314117015133,10.499033388390094,-33.677419558259714,7.4787913242294515
506,21.309852932834456,15.49742390875165,-9.065097928318774,51.68480379398768
508,-18.725033117306953,17.233250664423874,-52.50220441957775,15.052138184963841
510,-9.980317461352705,13.604743203625167,-36.645614140458036,16.684979217752623
512,7.4825986323650024,10.856891777409764,-13.796909251358136,28.76210651608814
514,-6.294910618576058,15.725795773206501,-37.1174703340608,24.527649096908686
516,-16.14124483990525,17.592234371094126,-50.62202420724974,18.33953452743923
518,-26.195490992377678,14.34627796989657,-54.31419581337495,1.9232138286195983
520,-10.341038522887802,12.865036112222894,-35.556509302844674,14.874432257069069
522,-8.9538159524302,22.529019828416292,-53.11069481612613,35.20306291126573
524,-4.1169534122859,15.305969836191396,-34.11665429122104,25.882747466649235
526,11.945748199853373,12.350045492684265,-12.260340965807785,36.15183736551453
528,-47.85173848865753,16.057567991411734,-79.32457175182452,-16.378905225490534
530,0.1256303595375306,14.34182683138989,-27.984350229986653,28.235610949061716
532,7.833443311312214,13.097694807536978,-17.83803851146026,33.504925134084694
534,17.735271058565758,16.57796537159597,-14.75754106976234,50.228083186893855
536,-38.387978370059365,28.076434084662758,-93.41778917599837,16.641832435879635
538,-16.89561210027996,19.570374777089064,-55.25354666337452,21.46232246281461
540,-31.49227992991012,16.895801061745534,-64.60805001093136,1.6234901511111275
542,5.8446353745738415,15.682325786940108,-24.89272316782877,36.58199391697645
544,-23.369068633013573,17.12793177413377,-56.93981491031576,10.201677644288619
546,-12.322655183585436,18.202340906235598,-47.99924335980721,23.353932992636334
548,6.500618391960895,14.181785884738812,-21.295681942127175,34.296918726048965
550,12.644278157905138,11.3225524178999,-9.547924581178666,34.836480896988945
552,-3.4592613545029747,14.302085426170027,-31.491348789796227,24.57282608079028
554,30.499593966137006,21.468374357436982,-11.578419774439482,72.5776077067135
556,26.134965372586993,16.862655711761366,-6.9158398224652835,59.18577056763927
558,17.949001439687066,11.803280910467052,-5.185429144828355,41.08343202420249
560,-27.767167246028276,14.256634703204552,-55.710171264309196,0.17583677225264793
562,-15.316506406186486,13.536501903875093,-41.84805013778167,11.215037325408696
564,15.038947395479763,16.46632228703983,-17.235044287118303,47.31293907807783
566,20.367251628808738,17.344623699856935,-13.628210822910852,54.36271408052833
568,12.579964825692983,18.23732786282961,-23.165197785453053,48.32512743683902
570,13.944478660759161,13.39005433106399,-12.30002782812626,40.18898514964458
572,14.402332773015571,13.519958703429191,-12.096786285705642,40.901451831736786
574,6.715260047251145,14.176030945733045,-21.06976060638562,34.50028070088791
576,16.830063197442577,11.587431672726398,-5.881302881101163,39.54142927598632
578,19.017253106160176,14.92019911989712,-10.226337168838178,48.26084338115853
580,9.44893332560234,15.397625663493566,-20.73041297484505,39.62827962604973
582,23.525732818936778,12.726450955320232,-1.4181110534908754,48.46957669136443
584,9.110811172689829,18.380045437259906,-26.914077884339584,45.13570022971924
586,5.79921619194016,12.623179336148402,-18.942215306910708,30.54064769079103
588,-27.096065063868377,13.344713055261364,-53.251702652180654,-0.9404274755561026
590,23.058163115303387,17.320682163058873,-10.890373924292,57.00670015489877
592,7.09568885245852,12.538918780720172,-17.480591957753017,31.671969662670055
594,33.8823388703314,10.606783218462612,13.093043762144685,54.671633978518116
596,-8.710662286043853,12.248079735980493,-32.71689856856562,15.295573996477913
598,-17.810385928536462,16.112156117322556,-49.390211918488674,13.769440061415747
600,6.155066766087767,13.264620196739472,-19.843588819521596,32.15372235169713
602,-10.590527171060456,13.633267597676914,-37.311731662507206,16.130677320386297
604,3.4322979907401976,14.487791454373005,-24.963773259830894,31.828369241311286
606,-5.682896697277664,14.832930376503127,-34.755440235223794,23.389646840668462
608,-16.5737098636828,12.538098967363176,-41.148383839714626,8.000964112349024
610,1.2075199906738208,13.424757459995133,-25.10500463091664,27.52004461226428
612,-18.519858186507783,10.458627347556146,-39.01876778771783,1.979051414702262
614,3.5093748687535093,11.995157294715884,-20.001133428889624,27.019883166396646
616,0.6435650906729883,13.930737705697904,-26.660680812494903,27.947810993840882
618,-7.856892682338021,13.848798268314042,-35.000537288233545,19.2867519235575
620,5.798527126193289,19.37699559043048,-32.18038423105045,43.777438483437024
622,2.971342109784068,14.222776688087203,-24.90530019886685,30.847984418434987
624,18.200126808704553,9.27451196033449,0.022083366448953257,36.37817025096015
626,-6.603821720838475,15.315441187482548,-36.62208644830427,23.41444300662732
628,2.2141604387495546,13.588437663496784,-24.41917738170414,28.847498259203253
630,-13.296393360958863,10.16360348616103,-33.21705619383448,6.6242694719167545
632,-11.010536504690627,16.807712934909876,-43.953653857113984,21.93258084773273
634,-21.781216687441145,11.44039420789871,-44.20438933492261,0.641955960040324
636,12.4602038612183,15.698817431888129,-18.309478305282433,43.22988602771903
638,-4.887482170366532,16.882537692059,-37.97725604680217,28.202291706069104
640,21.24313236151601,10.013904321481663,1.6158798914119537,40.87038483162007
642,11.179774889456064,11.682271742163248,-11.717477725183903,34.07702750409603
644,-6.488510272696649,14.331835884915591,-34.578908607131204,21.60188806173791
646,2.355536859844003,14.042590471854542,-25.1679404649909,29.8790141846789
648,33.96312373279919,13.208101146580342,8.075245485501721,59.851001980096655
650,-6.8778277111350405,11.826516290209097,-30.05779963994487,16.30214421767479
652,-5.243714768638665,10.908686986549805,-26.62474126227628,16.137311724998952
654,1.7115328856994931,13.978057001479673,-25.685458837200663,29.10852460859965
656,-8.072887000680824,13.85753333430034,-35.23365233590949,19.087878334547845
658,6.2304611151688185,12.4780102269733,-18.226438929698848,30.687361160036485
660,14.157849847708796,10.512586109083303,-6.446818926094476,34.76251862151207
662,21.974843784078168,14.166350860122371,-5.79120390176168,49.74089146991801
664,10.748795280058488,11.582086396702085,-11.952094057477598,33.44968461759457
666,32.17051818168707,16.840681249203538,-0.8372170667518617,65.178253430126
668,22.337013435472926,19.461613821471495,-15.807749654611207,60.48177652555706
670,0.8344319158358575,9.281017642359426,-17.35636266318862,19.025226494860334
672,13.622890369612778,8.65148271938985,-3.3340157603913294,30.579796499616883
674,-5.168126796050708,12.832675269896503,-30.320170325047854,19.98391673294644
676,-5.125192627299963,15.64121948289689,-35.781982813777866,25.53159755917794
678,-23.07750900616529,10.112654617626498,-42.89831205671322,-3.2567059556173525
680,25.496291673272193,16.4362153690633,-6.718690450091881,57.71127379663626
682,-3.95542251976684,13.443727555212094,-30.305128527982546,22.394283488448863
684,-7.191300847943987,12.08574649938465,-30.8793639867379,16.496762290849922
686,16.233073325770906,12.372183363045894,-8.016406065799046,40.48255271734086
688,12.512321818384873,11.94811863234954,-10.905990701020226,35.93063433778997
690,-14.533507483910796,15.006456955381113,-43.946163116457775,14.879148148636183
692,5.472807524911618,15.469900446124058,-24.848197349491535,35.79381239931477
694,-28.495186361451232,15.575582273911872,-59.023327618318504,2.0329548954160366
696,-19.81560135309176,13.957455291856704,-47.1722137251309,7.541011018947376
698,-6.067185860155195,13.185467694214285,-31.910702540815194,19.776330820504803
700,-16.648127387456107,11.597675296223281,-39.37957096805374,6.083316193141524
702,13.572518535246878,14.67838763872751,-15.197121236659044,42.3421583071528
704,-4.647171982479519,13.918225104913388,-31.92689318810976,22.63254922315072
706,-8.857700108628926,8.701951847871053,-25.91352573045619,8.198125513198338
708,-25.450736674669436,13.09089321456224,-51.108887375211424,0.2074140258725521
710,4.180784281211914,13.413943752413045,-22.110545473517654,30.47211403594148
712,-5.038920424879706,13.759238553899833,-32.007027990523376,21.929187140763965
714,2.409952614103644,17.102162997621253,-31.11028686123401,35.9301920894413
716,-21.30606872668711,16.582298051866058,-53.80737290834458,11.195235454970366
718,2.307356996788976,11.867199023002481,-20.952353088295887,25.567067081873837
720,-2.638963064961496,11.635993152842698,-25.445509644533182,20.167583514610193
722,-13.443671165444869,12.606739707268916,-38.152880991691944,11.265538660802207
724,12.436051762985564,12.585155978638884,-12.23085395514665,37.10295748111778
726,26.516083351248113,13.912408345037047,-0.7522370050244973,53.784403707520724
728,-3.706213116788805,13.110523887945336,-29.402839937161662,21.99041370358405
730,-11.77473097908547,12.78059383588826,-36.82469489742646,13.275232939255519
732,-25.31393657010258,12.727923694997742,-50.26066701229816,-0.36720612790700713
734,-13.947934212641744,11.095969096389528,-35.69603364156522,7.80016521628173
736,2.039692150208834,11.608466410209079,-20.712902013800964,24.79228631421863
738,3.5926320812276975,11.737661900809295,-19.41318524435852,26.598449406813916
740,11.24264705885259,10.909275325180435,-10.139532578501061,32.62482669620624
742,-10.20146955579651,9.40297311768135,-28.631296866451958,8.228357754858937
744,4.688387914878892,10.784775716996359,-16.449772490433972,25.826548320191755
746,-10.152093440101606,14.114543036282434,-37.81659779121517,17.512410911011965
748,5.946457083195187,12.141977771886017,-17.851819349701405,29.74473351609178
750,5.0756726800723575,13.31102925714656,-21.013944663934897,31.165290024079614
752,-1.4606139320284468,15.447764938992993,-31.738233212454713,28.817005348397817
754,-6.43678329483994,12.126135777552044,-30.204009418841945,17.330442829162063
756,5.682064075092857,14.881449468294806,-23.48557688276496,34.84970503295067
758,-5.835124555005213,11.188059707284934,-27.763721581283683,16.09347247127326
760,23.541572980314214,13.572361653410791,-3.060255860370937,50.143401820999365
762,-9.4960646708331,14.12288687424368,-37.17692294435071,18.18479360268451
764,13.644932992479761,14.382969205798018,-14.545686650884354,41.835552635843875
766,18.470637135101235,11.839866314705862,-4.735500841722253,41.67677511192473
768,5.975860436710397,12.95175428258463,-19.409577957155477,31.361298830576274
770,-3.6545268714817785,9.027715016225514,-21.348848303283784,14.039794560320228
772,-10.187530737939161,13.951658323658089,-37.53278105230901,17.157719576430694
774,15.286525992308984,15.31035564186367,-14.721771065743805,45.29482305036177
776,5.192798164909497,15.070989254266426,-24.346340773452695,34.73193710327169
778,-7.151503508297353,8.977243491256942,-24.746900751160958,10.443893734566252
780,-11.082889253711818,10.631598094713189,-31.920821519349666,9.755043011926032
782,-22.576675222480556,12.49382379379626,-47.06456985832122,1.9112194133601115
784,4.63354136439184,9.944582050258704,-14.85783945411522,24.1249221828989
786,-10.364559713197021,11.59373480002301,-33.08827992124212,12.359160494848076
788,15.489727476177295,13.654267554485767,-11.272636930614807,42.252091882969395
