nvalues3,tauhats3,sehats3,lb3,ub3
100,2.036804262142553,0.22674321174544843,1.5923875671214742,2.481220957163632
102,2.006577081175747,0.16794474948218688,1.6774053721906608,2.3357487901608334
104,2.2134199301141226,0.21136984195933972,1.7991350398738168,2.6277048203544284
106,2.086763609334964,0.19896030190033012,1.6968014176103172,2.476725801059611
108,1.9718680339667918,0.14913471302907103,1.6795639964298126,2.264172071503771
110,1.8077286599184283,0.1691040028503246,1.4762848143317922,2.1391725055050648
112,2.383969807135811,0.19825823582131297,1.9953836649260377,2.7725559493455845
114,1.7659141261880826,0.17061430451774634,1.4315100893332997,2.1003181630428656
116,1.977082076108588,0.19865491386669554,1.587718444929865,2.3664457072873115
118,1.9705651433027,0.17069177456068557,1.6360092651637563,2.3051210214416438
120,1.9478972447635168,0.15891699471874243,1.6364199351147817,2.259374554412252
122,2.328487817383804,0.21214748069419695,1.912678755223178,2.74429687954443
124,1.9163343350752484,0.15432989011736353,1.613847750445216,2.218820919705281
126,2.011608543971061,0.14871240523609477,1.7201322297083153,2.303084858233807
128,2.162297030734649,0.14916307550335645,1.8699374027480706,2.4546566587212277
130,1.9636573176146208,0.1274820996831581,1.713792402235631,2.213522232993611
132,2.141971540055218,0.14374818974850986,1.8602250881481388,2.4237179919622975
134,2.028048091929863,0.13406548806665117,1.7652797353192267,2.2908164485404994
136,1.9495182881243562,0.15222671328095572,1.651153930093683,2.2478826461550296
138,2.074062511581566,0.11590813635610228,1.8468825643236055,2.3012424588395266
140,1.9951860196952254,0.14841780186619394,1.7042871280374852,2.2860849113529653
142,2.1317040211297957,0.12312823790043198,1.890372674844949,2.3730353674146425
144,1.9576713989251058,0.1361775686829434,1.6907633643065367,2.224579433543675
146,1.810295196817024,0.14380120858371537,1.528444827992942,2.092145565641106
148,2.36256827836036,0.18202208226243752,2.0058049971259826,2.7193315595947376
150,2.0161482434129745,0.12776329147519605,1.7657321921215903,2.266564294704359
152,1.9370546167622837,0.13053035826991713,1.6812151145532461,2.192894118971321
154,1.928771642978976,0.15540087944420097,1.624185919268342,2.23335736668961
156,1.9427138647208197,0.118772108265615,1.7099205325202143,2.175507196921425
158,2.2163822943397644,0.12576810285012305,1.9698768127535233,2.4628877759260055
160,2.027351175778561,0.12232372170460384,1.7875966812375375,2.2671056703195847
162,1.9573554107743876,0.14067006307945507,1.6816420871386557,2.2330687344101197
164,1.6776220051436557,0.12758174688888935,1.4275617812414325,1.9276822290458788
166,2.131164147639055,0.1296662013323952,1.8770183930275604,2.3853099022505493
168,2.0361073507377796,0.10281577435853974,1.8345884329950417,2.2376262684805175
170,2.0036514859000807,0.13448941078387575,1.7400522407636843,2.2672507310364773
172,2.048841381636402,0.14266574063714937,1.769216529987589,2.328466233285215
174,2.03426515150855,0.11897056870642585,1.8010828368439555,2.2674474661731447
176,2.2631557646208265,0.13507562797362035,1.9984075337925304,2.5279039954491225
178,2.013767569642548,0.12408941719361209,1.7705523119430682,2.2569828273420276
180,2.062090814869597,0.1319493530988501,1.803470082795851,2.3207115469433433
182,1.983527071662003,0.12184704433951415,1.7447068647565553,2.222347278567451
184,1.9720304909720205,0.13737199354916046,1.702781383615666,2.241279598328375
186,1.9641482623869626,0.1043752310116631,1.759572809604103,2.1687237151698224
188,1.9810554482972513,0.09271958986710133,1.7993250521577326,2.16278584443677
190,2.035981571026957,0.11206120304240835,1.8163416130638366,2.255621528990077
192,2.0197545564102075,0.1124538140159359,1.799345080938973,2.240164031881442
194,1.9086712359225277,0.10081662014402389,1.711070660440241,2.1062718114048145
196,2.00517496897392,0.10782406813281087,1.7938397954336107,2.2165101425142293
198,1.9504055567614405,0.12158534221430031,1.7120982860214118,2.188712827501469
200,2.1686734000644283,0.11242054771741022,1.9483291265383043,2.389017673590552
202,1.946762516804517,0.11974789739697045,1.712056637906455,2.1814683957025793
204,2.044627567815036,0.106872954458092,1.8351565770771758,2.2540985585528963
206,1.9430866235300392,0.10221824935650284,1.7427388547912936,2.1434343922687846
208,1.9686158832968772,0.10975286560625348,1.7535002667086204,2.183731499885134
210,2.095864947788436,0.10774459477015401,1.8846855420389341,2.307044353537938
212,2.00753449250416,0.10013148150449139,1.8112767887553567,2.2037921962529627
214,1.9804048223145738,0.10443098278918735,1.7757200960477666,2.185089548581381
216,1.8061098037043664,0.11112430572408612,1.5883061644851575,2.023913442923575
218,2.0882463655335957,0.11142766877817259,1.8698481347283773,2.306644596338814
220,2.0797170933764475,0.11371947682246855,1.856826918804409,2.3026072679484857
222,1.8591043047040618,0.10672646684703414,1.649920429683875,2.0682881797242487
224,2.141335373558661,0.10433095275500034,1.9368467061588603,2.345824040958462
226,2.02962582295733,0.10556195755334558,1.8227243861527727,2.2365272597618873
228,1.9323091413375302,0.11011117569520656,1.7164912369749252,2.148127045700135
230,2.027724105968396,0.10710992487664371,1.8177886532101741,2.2376595587266177
232,2.006486185827815,0.09353971887173017,1.823148336839224,2.1898240348164064
234,2.197348827635316,0.09921711259621244,2.00288328694674,2.3918143683238924
236,2.046583832146828,0.10836655445717118,1.8341853854107724,2.2589822788828835
238,2.235942991147864,0.10887356981799348,2.0225507943045966,2.449335187991131
240,2.145079641569896,0.10950361516778312,1.930452555841041,2.3597067272987506
242,2.2086819452488022,0.10918516714359723,1.9946790176473517,2.422684872850253
244,2.038371483217731,0.09694414331913372,1.8483609623122288,2.228382004123233
246,1.9911120138498832,0.11071133947602846,1.7741177884768675,2.208106239222899
248,2.041987428935599,0.10456965552280574,1.8370309041108996,2.246943953760298
250,2.029877586344734,0.09126239009382381,1.8510033017608394,2.2087518709286287
252,2.0560163594370753,0.11071803312321685,1.8390090145155702,2.27302370435858
254,2.2515917959635274,0.09822644146424739,2.0590679706936026,2.4441156212334523
256,1.7719906451571736,0.09320329265575107,1.5893121915519015,1.9546690987624458
258,2.075852567136277,0.1022632548269932,1.8754165876753701,2.2762885465971836
260,2.019193384359287,0.08644599640417544,1.8497592314071032,2.1886275373114707
262,2.084281244324446,0.085755761096799,1.9161999525747198,2.252362536074172
264,2.151621227110665,0.10846797472457285,1.939023996650502,2.3642184575708276
266,1.8523873199342304,0.09854843713565108,1.6592323831483544,2.0455422567201067
268,2.0279947349514815,0.0986446213153097,1.8346512771734744,2.2213381927294886
270,2.0247272425798646,0.09768198981242199,1.8332705425475175,2.216183942612212
272,1.926696426716859,0.09869947532787345,1.733245455074227,2.120147398359491
274,2.0093027434646444,0.08923862621090278,1.834395036091275,2.184210450838014
276,1.8606825736323498,0.08922886612482461,1.6857939960276935,2.035571151237006
278,1.7876979070256482,0.07646436155386992,1.6378277583800631,1.9375680556712334
280,2.1787306090944067,0.10322387439621658,1.9764118152778223,2.381049402910991
282,2.0512873924467794,0.09041058852268997,1.874082638942307,2.2284921459512517
284,1.986695370899708,0.09410185933746974,1.8022557265982673,2.171135015201149
286,2.189465520044833,0.08977964971266324,2.013497406608013,2.3654336334816533
288,2.0014332314637375,0.09439311371582632,1.816422728580718,2.1864437343467573
290,1.9988058227696035,0.08239827691603144,1.8373052000141818,2.160306445525025
292,2.0024330618521944,0.09601907861303811,1.8142356677706397,2.190630455933749
294,1.9846452034883724,0.08905120345148837,1.8101048447234551,2.1591855622532896
296,1.9635799056240462,0.09473194626284068,1.7779052909488784,2.149254520299214
298,1.9471819489649316,0.08761529935974206,1.7754559622198371,2.118907935710026
300,2.025354356823489,0.08841123918100786,1.8520683280287136,2.1986403856182646
302,1.9456040013110703,0.0898648090933904,1.769468975488025,2.121739027134115
304,1.9256174846920757,0.08735579517242852,1.7544001261541158,2.0968348432300354
306,1.9248184903145429,0.09236826303249966,1.7437766947708435,2.1058602858582423
308,2.217145600069639,0.08725600545993424,2.0461238293681676,2.38816737077111
310,2.149905106548797,0.09203325306943437,1.9695199305327056,2.330290282564888
312,1.9209584078336448,0.09173177331224541,1.7411641321416438,2.100752683525646
314,1.9746156621345894,0.08764046292185529,1.802840354807753,2.1463909694614256
316,2.02151297077684,0.07858348711259218,1.867489336036159,2.1755366055175203
318,1.8771722006372489,0.08285022137222094,1.7147857667476958,2.0395586345268018
320,1.9966138792537649,0.08845144376092187,1.823249049482358,2.169978709025172
